19,Uther's Tomb
19,Sorrow Hill
19,The Weeping Cave
19,Felstone Field
20,Dalson's Tears
20,Gahrron's Withering
20,The Writhing Haunt
20,Mardenholde Keep
20,Pyrewood Village
20,Dun Modr
20,Utgarde Keep
20,The Great Sea
20,Unused Ironcladcove
20,Shadowfang Keep
21,Icecrown
21,Iceflow Lake
21,Helm's Bed Lake
21,Deep Elem Mine
21,The Great Sea
21,Mulgore
21,Alexston Farmstead
22,Red Cloud Mesa
22,Camp Narache
22,Bloodhoof Village
22,Stonebull Lake
22,Ravaged Caravan
22,Red Rocks
22,The Skittering Dark
22,Valgan's Field
22,The Sepulcher
22,Olsen's Farthing
23,The Greymane Wall
23,Beren's Peril
23,The Dawning Isles
23,Ambermill
23,Fenris Keep
23,Shadowfang Keep
23,The Decrepit Ferry
23,Malden's Orchard
23,The Ivar Patch
24,The Dead Field
24,The Rotting Orchard
24,Brightwood Grove
24,Forlorn Rowe
24,The Whipple Estate
24,The Yorgen Farmstead
24,The Cauldron
24,Grimesilt Dig Site
24,Dreadmaul Rock
25,Ruins of Thaurissan
25,Flame Crest
25,Blackrock Stronghold
25,The Pillar of Ash
25,Blackrock Mountain
25,Altar of Storms
25,Aldrassil
25,Shadowthread Cave
25,Fel Rock
25,Lake Al'Ameth
26,Starbreeze Village
26,Gnarlpine Hold
26,Ban'ethil Barrow Den
26,The Cleft
26,The Oracle Glade
26,Wellspring River
26,Wellspring Lake
26,Hillsbrad Foothills
26,Azshara Crater
26,Dun Algaz
27,Southshore
27,Tarren Mill
27,Durnholde Keep
27,UNUSED Stonewrought Pass
27,The Foothill Caverns
27,Lordamere Internment Camp
27,Dalaran
28,Strahnbrad
28,Ruins of Alterac
28,Crushridge Hold
28,Slaughter Hollow
28,The Uplands
28,Southpoint Tower
28,Hillsbrad Fields
28,Hillsbrad
28,Azurelode Mine
28,Nethander Stead
29,Dun Garok
29,Thoradin's Wall
29,Eastern Strand
29,Western Strand
29,South Seas UNUSED
29,Jaguero Isle
29,Baradin Bay
29,Menethil Bay
30,Misty Reed Strand
30,The Savage Coast
30,The Crystal Shore
30,Shell Beach
30,North Tide's Run
30,South Tide's Run
30,The Overlook Cliffs
30,The Forbidding Sea
30,Ironbeard's Tomb
31,Crystalvein Mine
31,Ruins of Aboraz
31,Janeiro's Point
31,Northfold Manor
31,Go'Shek Farm
31,Dabyrie's Farmstead
31,Boulderfist Hall
31,Witherbark Village
31,Drywhisker Gorge
32,Refuge Pointe
32,Hammerfall
32,Blackwater Shipwrecks
32,O'Breen's Camp
32,Stromgarde Keep
32,The Tower of Arathor
32,The Sanctum
32,Faldir's Cove
32,The Drowned Reef
33,Thandol Span
33,Ashenvale
33,The Great Sea
33,Circle of East Binding
33,Circle of West Binding
33,Circle of Inner Binding
33,Circle of Outer Binding
33,Apocryphan's Rest
33,Angor Fortress
33,Lethlor Ravine
34,Kargath
34,Camp Kosh
34,Camp Boff
34,Camp Wurg
34,Camp Cagg
34,Agmond's End
34,Hammertoe's Digsite
34,Dustbelch Grotto
34,Aerie Peak
34,Wildhammer Keep
35,Quel'Danil Lodge
35,Skulk Rock
35,Zun'watha
35,Shadra'Alor
35,Jintha'Alor
35,The Altar of Zul
35,Seradane
35,Feralas
35,Brambleblade Ravine
35,Bael Modan
36,The Venture Co. Mine
36,Felwood
36,Razor Hill
36,Valley of Trials
36,The Den
36,Burning Blade Coven
36,Kolkar Crag
36,Sen'jin Village
36,Echo Isles
36,Thunder Ridge
37,Drygulch Ravine
37,Dustwind Cave
37,Tiragarde Keep
37,Scuttle Coast
37,Bladefist Bay
37,Deadeye Shore
37,Southfury River
37,Camp Taurajo
37,Far Watch Post
38,The Crossroads
38,Boulder Lode Mine
38,The Sludge Fen
38,The Dry Hills
38,Dreadmist Peak
38,Northwatch Hold
38,The Forgotten Pools
38,Lushwater Oasis
38,The Stagnant Oasis
39,Field of Giants
39,The Merchant Coast
39,Ratchet
39,Darkspear Strand
39,Grizzly Hills
39,Grizzlemaw
39,Winterhoof Water Well
39,Thunderhorn Water Well
39,Wildmane Water Well
39,Skyline Ridge
40,Thousand Needles
40,The Tidus Stair
40,Shady Rest Inn
40,Bael'dun Digsite
40,Desolace
40,Stonetalon Mountains
40,Orgrimmar UNUSED
40,Gillijim's Isle
40,Island of Doctor Lapidis
41,Razorwind Canyon
41,Bathran's Haunt
41,The Ruins of Ordil'Aran
41,Maestra's Post
41,The Zoram Strand
41,Astranaar
41,The Shrine of Aessina
41,Fire Scar Shrine
41,The Ruins of Stardust
41,The Howling Vale
42,Silverwind Refuge
42,Mystral Lake
42,Fallen Sky Lake
42,Iris Lake
42,Moonwell
42,Raynewood Retreat
42,The Shady Nook
42,Night Run
42,Xavian
43,Satyrnaar
43,Splintertree Post
43,The Dor'Danil Barrow Den
43,Falfarren River
43,Felfire Hill
43,Demon Fall Canyon
43,Demon Fall Ridge
43,Warsong Lumber Camp
43,Bough Shadow
43,The Shimmering Flats
44,Tanaris
44,Lake Falathim
44,Auberdine
44,Ruins of Mathystra
44,Tower of Althalaxx
44,Cliffspring Falls
44,Bashal'Aran
44,Ameth'Aran
44,Grove of the Ancients
44,The Master's Glaive
45,Remtravel's Excavation
45,Mist's Edge
45,The Long Wash
45,Wildbend River
45,Blackwood Den
45,Cliffspring River
45,The Veiled Sea
45,Gold Road
45,Scarlet Watch Post
46,Sun Rock Retreat
46,Windshear Crag
46,Cragpool Lake
46,Mirkfallon Lake
46,The Charred Vale
46,Valley of the Bloodfuries
46,Stonetalon Grove
46,The Talon Den
46,Greatwood Vale
47,Thunder Bluff UNUSED
47,Brave Wind Mesa
47,Fire Stone Mesa
47,Mantle Rock
47,Hunter Rise UNUSED
47,Spirit RiseUNUSED
47,Elder RiseUNUSED
47,Ruins of Jubuwal
47,Pools of Arlithrien
47,The Rustmaul Dig Site
48,Camp E'thok
48,Splithoof Crag
48,Highperch
48,The Screeching Canyon
48,Freewind Post
48,The Great Lift
48,Galak Hold
48,Roguefeather Den
48,The Weathered Nook
48,Thalanaar
49,Un'Goro Crater
49,Razorfen Kraul
49,Raven Hill Cemetery
49,Moonglade
49,Howling Fjord
49,Brackenwall Village
49,Swamplight Manor
49,Bloodfen Burrow
49,Darkmist Cavern
50,Moggle Point
50,Beezil's Wreck
50,Witch Hill
50,Sentry Point
50,North Point Tower
50,West Point Tower
50,Lost Point
50,Bluefen
50,Stonemaul Ruins
50,The Den of Flame
51,The Dragonmurk
51,Wyrmbog
51,Blackhoof Village
51,Theramore Isle
51,Foothold Citadel
51,Ironclad Prison
51,Dustwallow Bay
51,Tidefury Cove
51,Dreadmurk Shore
53,Addle's Stead
53,Fire Plume Ridge
53,Lakkari Tar Pits
53,Terror Run
54,The Slithering Scar
54,Marshal's Refuge
54,Fungal Rock
54,Golakka Hot Springs
55,The Loch
57,Beggar's Haunt
59,Kodo Graveyard
59,Ghost Walker Post
59,Sar'theris Strand
59,Thunder Axe Fortress
60,Bolgan's Hole
60,Mannoroc Coven
60,Sargeron
60,Magram Village
60,Gelkis Village
60,Valley of Spears
60,Nijel's Point
60,Kolkar Village
61,Hyjal
61,Winterspring
63,Blackwolf River
63,Kodo Rock
63,Hidden Path
63,Spirit Rock
64,Shrine of the Dormant Flame
65,Lake Elune'ara
65,The Harborage
67,Outland
69,Craftsmen's Terrace UNUSED
69,Tradesmen's Terrace UNUSED
69,The Temple Gardens UNUSED
69,Temple of Elune UNUSED
70,Cenarion Enclave UNUSED
70,Warrior's Terrace UNUSED
70,Rut'theran Village
71,Ironband's Compound
71,The Stockade
71,Wailing Caverns
71,Blackfathom Deeps
72,Fray Island
72,Gnomeregan
72,Razorfen Downs
73,Ban'ethil Hollow
79,Scarlet Monastery
79,Jerod's Landing
79,Ridgepoint Tower
79,The Darkened Bank
80,Coldridge Pass
80,Chill Breeze Valley
80,Shimmer Ridge
80,Amberstill Ranch
80,The Tundrid Hills
80,South Gate Pass
80,South Gate Outpost
80,North Gate Pass
80,North Gate Outpost
80,Gates of Ironforge
81,Stillwater Pond
81,Nightmare Vale
81,Venomweb Vale
81,The Bulwark
81,Southfury River
81,Southfury River
81,Razormane Grounds
81,Skull Rock
81,Palemane Rock
81,Windfury Ridge
82,The Golden Plains
82,The Rolling Plains
83,Dun Algaz
83,Dun Algaz
83,North Gate Pass
83,South Gate Pass
85,Twilight Grove
87,GM Island
87,Delete ME
87,Southfury River
87,Southfury River
88,Thandol Span
88,Thandol Span
89,Purgation Isle
91,The Jansen Stead
91,The Dead Acre
91,The Molsen Farm
91,Stendel's Pond
92,The Dagger Hills
92,Demont's Place
92,The Dust Plains
92,Stonesplinter Valley
92,Valley of Kings
92,Algaz Station
92,Bucklebree Farm
92,The Shining Strand
92,North Tide's Hollow
93,Grizzlepaw Ridge
95,The Verdant Fields
97,Gadgetzan
97,Steamwheedle Port
97,Zul'Farrak
97,Sandsorrow Watch
98,Thistleshrub Valley
98,The Gaping Chasm
98,The Noxious Lair
98,Dunemaul Compound
98,Eastmoon Ruins
98,Waterspring Field
98,Zalashji's Den
98,Land's End Beach
98,Wavestrider Beach
98,Uldum
99,Valley of the Watchers
99,Gunstan's Post
99,Southmoon Ruins
99,Render's Camp
99,Render's Valley
99,Render's Rock
99,Stonewatch Tower
1000,Galardell Valley
1001,Lakeridge Highway
1002,Three Corners
1016,Direforge Hill
1017,Raptor Ridge
1018,Black Channel Marsh
1019,The Green Belt
1020,Mosshide Fen
1021,Thelgen Rock
1022,Bluegill Marsh
1023,Saltspray Glen
1024,Sundown Marsh
1025,The Green Belt
1036,Angerfang Encampment
1037,Grim Batol
1038,Dragonmaw Gates
1039,The Lost Fleet
1056,Darrow Hill
1057,Thoradin's Wall
1076,Webwinder Path
1097,The Hushed Bank
1098,Manor Mistmantle
1099,Camp Mojache
1100,Grimtotem Compound
1101,The Writhing Deep
1102,Wildwind Lake
1103,Gordunni Outpost
1104,Mok'Gordun
1105,Feral Scar Vale
1106,Frayfeather Highlands
1107,Idlewind Lake
1108,The Forgotten Coast
1109,East Pillar
1110,West Pillar
1111,Dream Bough
1112,Jademir Lake
1113,Oneiros
1114,Ruins of Ravenwind
1115,Rage Scar Hold
1116,Feathermoon Stronghold
1117,Ruins of Solarsal
1118,Lower Wilds UNUSED
1119,The Twin Colossals
1120,Sardor Isle
1121,Isle of Dread
1136,High Wilderness
1137,Lower Wilds
1156,Southern Barrens
1157,Southern Gold Road
1176,Zul'Farrak
1196,Utgarde Pinnacle
1216,Timbermaw Hold
1217,Vanndir Encampment
1218,TESTAzshara
1219,Legash Encampment
1220,Thalassian Base Camp
1221,Ruins of Eldarath
1222,Hetaera's Clutch
1223,Temple of Zin-Malor
1224,Bear's Head
1225,Ursolan
1226,Temple of Arkkoran
1227,Bay of Storms
1228,The Shattered Strand
1229,Tower of Eldara
1230,Jagged Reef
1231,Southridge Beach
1232,Ravencrest Monument
1233,Forlorn Ridge
1234,Lake Mennar
1235,Shadowsong Shrine
1236,Haldarr Encampment
1237,Valormok
1256,The Ruined Reaches
1276,The Talondeep Path
1277,The Talondeep Path
1296,Rocktusk Farm
1297,Jaggedswine Farm
1316,Razorfen Downs
1336,Lost Rigger Cove
1337,Uldaman
1338,Lordamere Lake
1339,Lordamere Lake
1357,Gallows' Corner
1377,Silithus
1397,Emerald Forest
1417,Sunken Temple
1437,Dreadmaul Hold
1438,Nethergarde Keep
1439,Dreadmaul Post
1440,Serpent's Coil
1441,Altar of Storms
1442,Firewatch Ridge
1443,The Slag Pit
1444,The Sea of Cinders
1445,Blackrock Mountain
1446,Thorium Point
1457,Garrison Armory
1477,The Temple of Atal'Hakkar
1497,Undercity
1517,Uldaman
1518,Not Used Deadmines
1519,Stormwind City
1537,Ironforge
1557,Splithoof Hold
1577,The Cape of Stranglethorn
1578,Southern Savage Coast
1579,Unused The Deadmines 002
1580,Unused Ironclad Cove 003
1581,The Deadmines
1582,Ironclad Cove
1583,Blackrock Spire
1584,Blackrock Depths
1597,Raptor Grounds UNUSED
1598,Grol'dom Farm UNUSED
1599,Mor'shan Base Camp
1600,Honor's Stand UNUSED
1601,Blackthorn Ridge UNUSED
1602,Bramblescar UNUSED
1603,Agama'gor UNUSED
1617,Valley of Heroes
1637,Orgrimmar
1638,Thunder Bluff
1639,Elder Rise
1640,Spirit Rise
1641,Hunter Rise
1657,Darnassus
1658,Cenarion Enclave
1659,Craftsmen's Terrace
1660,Warrior's Terrace
1661,The Temple Gardens
1662,Tradesmen's Terrace
1677,Gavin's Naze
1678,Sofera's Naze
1679,Corrahn's Dagger
1680,The Headland
1681,Misty Shore
1682,Dandred's Fold
1683,Growless Cave
1684,Chillwind Point
1697,Raptor Grounds
1698,Bramblescar
1699,Thorn Hill
1700,Agama'gor
1701,Blackthorn Ridge
1702,Honor's Stand
1703,The Mor'shan Rampart
1704,Grol'dom Farm
1717,Razorfen Kraul
1718,The Great Lift
1737,Mistvale Valley
1738,Nek'mani Wellspring
1739,Bloodsail Compound
1740,Venture Co. Base Camp
1741,Gurubashi Arena
1742,Spirit Den
1757,The Crimson Veil
1758,The Riptide
1759,The Damsel's Luck
1760,Venture Co. Operations Center
1761,Deadwood Village
1762,Felpaw Village
1763,Jaedenar
1764,Bloodvenom River
1765,Bloodvenom Falls
1766,Shatter Scar Vale
1767,Irontree Woods
1768,Irontree Cavern
1769,Timbermaw Hold
1770,Shadow Hold
1771,Shrine of the Deceiver
1777,Itharius's Cave
1778,Sorrowmurk
1779,Draenil'dur Village
1780,Splinterspear Junction
1797,Stagalbog
1798,The Shifting Mire
1817,Stagalbog Cave
1837,Witherbark Caverns
1857,Thoradin's Wall
1858,Boulder'gor
1877,Valley of Fangs
1878,The Dustbowl
1879,Mirage Flats
1880,Featherbeard's Hovel
1881,Shindigger's Camp
1882,Plaguemist Ravine
1883,Valorwind Lake
1884,Agol'watha
1885,Hiri'watha
1886,The Creeping Ruin
1887,Bogen's Ledge
1897,The Maker's Terrace
1898,Dustwind Gulch
1917,Shaol'watha
1937,Noonshade Ruins
1938,Broken Pillar
1939,Abyssal Sands
1940,Southbreak Shore
1941,Caverns of Time
1942,The Marshlands
1943,Ironstone Plateau
1957,Blackchar Cave
1958,Tanner Camp
1959,Dustfire Valley
1977,Zul'Gurub
1978,Misty Reed Post
1997,Bloodvenom Post 
1998,Talonbranch Glade 
2017,Stratholme
2037,Quel'thalas
2057,Scholomance
2077,Twilight Vale
2078,Twilight Shore
2079,Alcaz Island
2097,Darkcloud Pinnacle
2098,Dawning Wood Catacombs
2099,Stonewatch Keep
2100,Maraudon
2101,Stoutlager Inn
2102,Thunderbrew Distillery
2103,Menethil Keep
2104,Deepwater Tavern
2117,Shadow Grave
2118,Brill Town Hall
2119,Gallows' End Tavern
2137,The Pools of VisionUNUSED
2138,Dreadmist Den
2157,Bael'dun Keep
2158,Emberstrife's Den
2159,Onyxia's Lair
2160,Windshear Mine
2161,Roland's Doom
2177,Battle Ring
2197,The Pools of Vision
2198,Shadowbreak Ravine
2217,Broken Spear Village
2237,Whitereach Post
2238,Gornia
2239,Zane's Eye Crater
2240,Mirage Raceway
2241,Frostsaber Rock
2242,The Hidden Grove
2243,Timbermaw Post
2244,Winterfall Village
2245,Mazthoril
2246,Frostfire Hot Springs
2247,Ice Thistle Hills
2248,Dun Mandarr
2249,Frostwhisper Gorge
2250,Owl Wing Thicket
2251,Lake Kel'Theril
2252,The Ruins of Kel'Theril
2253,Starfall Village
2254,Ban'Thallow Barrow Den
2255,Everlook
2256,Darkwhisper Gorge
2257,Deeprun Tram
2258,The Fungal Vale
2259,UNUSEDThe Marris Stead
2260,The Marris Stead
2261,The Undercroft
2262,Darrowshire
2263,Crown Guard Tower
2264,Corin's Crossing
2265,Scarlet Base Camp
2266,Tyr's Hand
2267,The Scarlet Basilica
2268,Light's Hope Chapel
2269,Browman Mill
2270,The Noxious Glade
2271,Eastwall Tower
2272,Northdale
2273,Zul'Mashar
2274,Mazra'Alor
2275,Northpass Tower
2276,Quel'Lithien Lodge
2277,Plaguewood
2278,Scourgehold
2279,Stratholme
2280,DO NOT USE
2297,Darrowmere Lake
2298,Caer Darrow
2299,Darrowmere Lake
2300,Caverns of Time
2301,Thistlefur Village
2302,The Quagmire
2303,Windbreak Canyon
2317,South Seas
2318,The Great Sea
2319,The Great Sea
2320,The Great Sea
2321,The Great Sea
2322,The Veiled Sea
2323,The Veiled Sea
2324,The Veiled Sea
2325,The Veiled Sea
2326,The Veiled Sea
2337,Razor Hill Barracks
2338,South Seas
2339,The Great Sea
2357,Bloodtooth Camp
2358,Forest Song
2359,Greenpaw Village
2360,Silverwing Outpost
2361,Nighthaven
2362,Shrine of Remulos
2363,Stormrage Barrow Dens
2364,The Great Sea
2365,The Great Sea
2366,The Black Morass
2367,Old Hillsbrad Foothills
2368,Tarren Mill
2369,Southshore
2370,Durnholde Keep
2371,Dun Garok
2372,Hillsbrad Fields
2373,Eastern Strand
2374,Nethander Stead
2375,Darrow Hill
2376,Southpoint Tower
2377,Thoradin's Wall
2378,Western Strand
2379,Azurelode Mine
2397,The Great Sea
2398,The Great Sea
2399,The Great Sea
2400,The Forbidding Sea
2401,The Forbidding Sea
2402,The Forbidding Sea
2403,The Forbidding Sea
2404,Tethris Aran
2405,Ethel Rethor
2406,Ranazjar Isle
2407,Kormek's Hut
2408,Shadowprey Village
2417,Blackrock Pass
2418,Morgan's Vigil
2419,Slither Rock
2420,Terror Wing Path
2421,Draco'dar
2437,Ragefire Chasm
2457,Nightsong Woods
2477,The Veiled Sea
2478,Morlos'Aran
2479,Emerald Sanctuary
2480,Jadefire Glen
2481,Ruins of Constellas
2497,Bitter Reaches
2517,Rise of the Defiler
2518,Lariss Pavilion
2519,Woodpaw Hills
2520,Woodpaw Den
2521,Verdantis River
2522,Ruins of Isildien
2537,Grimtotem Post
2538,Camp Aparaje
2539,Malaka'jin
2540,Boulderslide Ravine
2541,Sishir Canyon
2557,Dire Maul
2558,Deadwind Ravine
2559,Diamondhead River
2560,Ariden's Camp
2561,The Vice
2562,Karazhan
2563,Morgan's Plot
2577,Dire Maul
2597,Alterac Valley
2617,Scrabblescrew's Camp
2618,Jadefire Run
2619,Thondroril River
2620,Thondroril River
2621,Lake Mereldar
2622,Pestilent Scar
2623,The Infectis Scar
2624,Blackwood Lake
2625,Eastwall Gate
2626,Terrorweb Tunnel
2627,Terrordale
2637,Kargathia Keep
2657,Valley of Bones
2677,Blackwing Lair
2697,Deadman's Crossing
2717,Molten Core
2737,The Scarab Wall
2738,Southwind Village
2739,Twilight Base Camp
2740,The Crystal Vale
2741,The Scarab Dais
2742,Hive'Ashi
2743,Hive'Zora
2744,Hive'Regal
2757,Shrine of the Fallen Warrior
2777,UNUSED Alterac Valley
2797,Blackfathom Deeps
2817,Crystalsong Forest
2837,The Master's Cellar
2838,Stonewrought Pass
2839,Alterac Valley
2857,The Rumble Cage
2877,Chunk Test
2897,Zoram'gar Outpost
2917,Hall of Legends
2918,Champions' Hall
2937,Grosh'gok Compound
2938,Sleeping Gorge
2957,Irondeep Mine
2958,Stonehearth Outpost
2959,Dun Baldar
2960,Icewing Pass
2961,Frostwolf Village
2962,Tower Point
2963,Coldtooth Mine
2964,Winterax Hold
2977,Iceblood Garrison
2978,Frostwolf Keep
2979,Tor'kren Farm
3017,Frost Dagger Pass
3037,Ironstone Camp
3038,Weazel's Crater
3039,Tahonda Ruins
3057,Field of Strife
3058,Icewing Cavern
3077,Valor's Rest
3097,The Swarming Pillar
3098,Twilight Post
3099,Twilight Outpost
3100,Ravaged Twilight Camp
3117,Shalzaru's Lair
3137,Talrendis Point
3138,Rethress Sanctum
3139,Moon Horror Den
3140,Scalebeard's Cave
3157,Boulderslide Cavern
3177,Warsong Labor Camp
3197,Chillwind Camp
3217,The Maul
3237,The Maul UNUSED
3257,Bones of Grakkarond
3277,Warsong Gulch
3297,Frostwolf Graveyard
3298,Frostwolf Pass
3299,Dun Baldar Pass
3300,Iceblood Graveyard
3301,Snowfall Graveyard
3302,Stonehearth Graveyard
3303,Stormpike Graveyard
3304,Icewing Bunker
3305,Stonehearth Bunker
3306,Wildpaw Ridge
3317,Revantusk Village
3318,Rock of Durotan
3319,Silverwing Grove
3320,Warsong Lumber Mill
3321,Silverwing Hold
3337,Wildpaw Cavern
3338,The Veiled Cleft
3357,Yojamba Isle
3358,Arathi Basin
3377,The Coil
3378,Altar of Hir'eek
3379,Shadra'zaar
3380,Hakkari Grounds
3381,Naze of Shirvallah
3382,Temple of Bethekk
3383,The Bloodfire Pit
3384,Altar of the Blood God
3397,Zanza's Rise
3398,Edge of Madness
3417,Trollbane Hall
3418,Defiler's Den
3419,Pagle's Pointe
3420,Farm
3421,Blacksmith
3422,Lumber Mill
3423,Gold Mine
3424,Stables
3425,Cenarion Hold
3426,Staghelm Point
3427,Bronzebeard Encampment
3428,Ahn'Qiraj
3429,Ruins of Ahn'Qiraj
3430,Eversong Woods
3431,Sunstrider Isle
3432,Shrine of Dath'Remar
3433,Ghostlands
3434,Scarab Terrace
3435,General's Terrace
3436,The Reservoir
3437,The Hatchery
3438,The Comb
3439,Watchers' Terrace
3440,Scarab Terrace
3441,General's Terrace
3442,The Reservoir
3443,The Hatchery
3444,The Comb
3445,Watchers' Terrace
3446,Twilight's Run
3447,Ortell's Hideout
3448,Scarab Terrace
3449,General's Terrace
3450,The Reservoir
3451,The Hatchery
3452,The Comb
3453,Watchers' Terrace
3454,Ruins of Ahn'Qiraj
3455,The North Sea
3456,Naxxramas
3457,Karazhan
3459,City
3460,Golden Strand
3461,Sunsail Anchorage
3462,Fairbreeze Village
3463,Magisters Gate
3464,Farstrider Retreat
3465,North Sanctum
3466,West Sanctum
3467,East Sanctum
3468,Saltheril's Haven
3469,Thuron's Livery
3470,Stillwhisper Pond
3471,The Living Wood
3472,Azurebreeze Coast
3473,Lake Elrendar
3474,The Scorched Grove
3475,Zeb'Watha
3476,Tor'Watha
3477,Azjol-Nerub
3478,Gates of Ahn'Qiraj
3479,The Veiled Sea
3480,Duskwither Grounds
3481,Duskwither Spire
3482,The Dead Scar
3483,Hellfire Peninsula
3484,The Sunspire
3485,Falthrien Academy
3486,Ravenholdt Manor
3487,Silvermoon City
3488,Tranquillien
3489,Suncrown Village
3490,Goldenmist Village
3491,Windrunner Village
3492,Windrunner Spire
3493,Sanctum of the Sun
3494,Sanctum of the Moon
3495,Dawnstar Spire
3496,Farstrider Enclave
3497,An'daroth
3498,An'telas
3499,An'owyn
3500,Deatholme
3501,Bleeding Ziggurat
3502,Howling Ziggurat
3503,Shalandis Isle
3504,Toryl Estate
3505,Underlight Mines
3506,Andilien Estate
3507,Hatchet Hills
3508,Amani Pass
3509,Sungraze Peak
3510,Amani Catacombs
3511,Tower of the Damned
3512,Zeb'Sora
3513,Lake Elrendar
3514,The Dead Scar
3515,Elrendar River
3516,Zeb'Tela
3517,Zeb'Nowa
3518,Nagrand
3519,Terokkar Forest
3520,Shadowmoon Valley
3521,Zangarmarsh
3522,Blade's Edge Mountains
3523,Netherstorm
3524,Azuremyst Isle
3525,Bloodmyst Isle
3526,Ammen Vale
3527,Crash Site
3528,Silverline Lake
3529,Nestlewood Thicket
3530,Shadow Ridge
3531,Skulking Row
3532,Dawning Lane
3533,Ruins of Silvermoon
3534,Feth's Way
3535,Hellfire Citadel
3536,Thrallmar
3537,Borean Tundra
3538,Honor Hold
3539,The Stair of Destiny
3540,Twisting Nether
3541,Forge Camp: Mageddon
3542,The Path of Glory
3543,The Great Fissure
3544,Plain of Shards
3545,Hellfire Citadel
3546,Expedition Armory
3547,Throne of Kil'jaeden
3548,Forge Camp: Rage
3549,Invasion Point: Annihilator
3550,Borune Ruins
3551,Ruins of Sha'naar
3552,Temple of Telhamat
3553,Pools of Aggonar
3554,Falcon Watch
3555,Mag'har Post
3556,Den of Haal'esh
3557,The Exodar
3558,Elrendar Falls
3559,Nestlewood Hills
3560,Ammen Fields
3561,The Sacred Grove
3562,Hellfire Ramparts
3563,Hellfire Citadel
3564,Emberglade
3565,Cenarion Refuge
3566,Moonwing Den
3567,Pod Cluster
3568,Pod Wreckage
3569,Tides' Hollow
3570,Wrathscale Point
3571,Bristlelimb Village
